date,price
2023-07-19,4.813113763802928
2023-07-20,4.792803287243393
2023-07-21,4.799456174676897
2023-07-22,4.780340832385433
2023-07-23,4.775182379808213
2023-07-24,4.775895785365636
2023-07-25,4.727560086673311
2023-07-26,4.748529627821117
2023-07-27,4.741344380127168
2023-07-28,4.742164688357225
2023-07-29,4.7311415943787445
2023-07-30,4.731279513879086
2023-07-31,4.725923773768251
2023-08-01,4.725470627894197
2023-08-02,4.793220040881141
2023-08-03,4.8084520090061895
2023-08-04,4.911407653042252
2023-08-05,4.868100155428183
2023-08-06,4.868462885236038
2023-08-07,4.878689234297919
2023-08-08,4.894977887751194
2023-08-09,4.899532952127147
2023-08-10,4.901787918802911
2023-08-11,4.887612716141549
2023-08-12,4.902687423463727
2023-08-13,4.904654469654353
2023-08-14,4.909472128194091
2023-08-15,4.9572101058656735
2023-08-16,4.979383860672361
2023-08-17,4.987153496158016
2023-08-18,4.9579601416715375
2023-08-19,4.967222494461244
2023-08-20,4.971608987246141
2023-08-21,4.964464238079252
2023-08-22,4.979364068745829
2023-08-23,4.939285322884344
2023-08-24,4.861496677401407
2023-08-25,4.8782350039257585
2023-08-26,4.8711688088342875
2023-08-27,4.871924276848218
2023-08-28,4.869456370504117
2023-08-29,4.872154012100281
2023-08-30,4.852178311965036
2023-08-31,4.888506930631954
2023-09-01,4.953690981229022
2023-09-02,4.94506994772312
2023-09-03,4.946418623871323
2023-09-04,4.943616599256547
2023-09-05,4.935439745597143
2023-09-06,4.966065979433028
2023-09-07,4.975134993036712
2023-09-08,4.977245321207815
2023-09-09,4.986591223332491
2023-09-10,4.984702132737553
2023-09-11,4.9827914109422435
2023-09-12,4.929425941381153
2023-09-13,4.95223294011029
2023-09-14,4.917020016604886
2023-09-15,4.870026083722999
2023-09-16,4.865987205644359
2023-09-17,4.867832118556073
2023-09-18,4.869710734093508
2023-09-19,4.855181780257307
2023-09-20,4.866694186804224
2023-09-21,4.877814993847524
2023-09-22,4.935460325737475
2023-09-23,4.936469672675259
2023-09-24,4.935724218270841
2023-09-25,4.935398497917107
2023-09-26,4.968815595074022
2023-09-27,4.98556644654239
2023-09-28,5.0406451912273855
2023-09-29,5.032550401673413
2023-09-30,5.032203983826488
2023-10-01,5.032910418617437
2023-10-02,5.043064984308589
2023-10-03,5.063386853502874
2023-10-04,5.16901469550103
2023-10-05,5.156542595367887
2023-10-06,5.165309973230623
2023-10-07,5.155019733194555
2023-10-08,5.147758565387953
2023-10-09,5.150276301781588
2023-10-10,5.137388132950226
2023-10-11,5.052199608148155
2023-10-12,5.048794947556125
2023-10-13,5.044983423875922
2023-10-14,5.078280745237562
2023-10-15,5.081681209725093
2023-10-16,5.048859784612147
2023-10-17,5.042251177035953
2023-10-18,5.040844154262919
2023-10-19,5.058474478446724
2023-10-20,5.067812591460203
2023-10-21,5.035807121816537
2023-10-22,5.036002037804525
2023-10-23,5.036961833893933
2023-10-24,5.020737656710987
2023-10-25,4.993469661722484
2023-10-26,4.999084449530175
2023-10-27,4.989453147288942
2023-10-28,5.013119915604466
2023-10-29,5.014282858912104
2023-10-30,5.001241326871816
2023-10-31,5.0502455703193165
2023-11-01,5.039851209625844
2023-11-02,4.957218312152767
2023-11-03,4.95396342094065
2023-11-04,4.9031535895579434
2023-11-05,4.916570576497437
2023-11-06,4.901745953686296
2023-11-07,4.8886727827446705
2023-11-08,4.876453115145934
2023-11-09,4.908792869979378
2023-11-10,4.937670858449869
2023-11-11,4.907481198971097
2023-11-12,4.911577391383753
2023-11-13,4.911553818322963
2023-11-14,4.908187593185919
2023-11-15,4.8663043422552335
2023-11-16,4.866300805152099
2023-11-17,4.86363977878244
2023-11-18,4.906788913651256
2023-11-19,4.90966259039402
2023-11-20,4.887785165858426
2023-11-21,4.855465495981928
2023-11-22,4.904337316764591
2023-11-23,4.909864119282259
2023-11-24,4.903202447487261
2023-11-25,4.907892014870092
2023-11-26,4.904931905254782
2023-11-27,4.9027095587889695
2023-11-28,4.90020871378885
2023-11-29,4.873623878306229
2023-11-30,4.905858488074686
2023-12-01,4.922515324266373
2023-12-02,4.883330462000891
2023-12-03,4.883968435016898
2023-12-04,4.924591920827966
2023-12-05,4.945933118083986
2023-12-06,4.929565904817635
2023-12-07,4.900669013371923
2023-12-08,4.911268801267882
2023-12-09,4.937167570052123
2023-12-10,4.936485026968859
2023-12-11,4.927854193442719
2023-12-12,4.935895362976768
2023-12-13,4.961124520233088
2023-12-14,4.921205794617274
2023-12-15,4.917395641412994
2023-12-16,4.940037560806362
2023-12-17,4.937318843488872
2023-12-18,4.936462894839605
2023-12-19,4.8962646787652
2023-12-20,4.867506260483294
2023-12-21,4.916017601744117
2023-12-22,4.883816159393375
2023-12-23,4.86247992850677
2023-12-24,4.860580816745038
2023-12-25,4.858147575027128
2023-12-26,4.893551304395448
2023-12-27,4.817128880195404
2023-12-28,4.828074691112444
2023-12-29,4.852125320745072
2023-12-30,4.853673789010476
2023-12-31,4.853622788069156
2024-01-01,4.849860115954733
2024-01-02,4.85831236121523
2024-01-03,4.933764224226929
2024-01-04,4.924946862036584
2024-01-05,4.901279936006942
2024-01-06,4.878512091280095
2024-01-07,4.877243369662541
2024-01-08,4.886093421314227
2024-01-09,4.87296429930822
2024-01-10,4.907658332776993
2024-01-11,4.892767954717233
2024-01-12,4.865256183781207
2024-01-13,4.8597832545201936
2024-01-14,4.858127504935504
2024-01-15,4.835062004689253
2024-01-16,4.863099402595121
2024-01-17,4.926132696659075
2024-01-18,4.933271679524501
2024-01-19,4.92263670352787
