date,price
2024-06-01,353966.8655793345
2024-06-02,355197.2076873578
2024-06-03,355357.35466738115
2024-06-04,361277.8771895525
2024-06-05,373410.5190621154
2024-06-06,377399.39080116944
2024-06-07,372096.37047178514
2024-06-08,370620.3198650116
2024-06-09,370496.1630499677
2024-06-10,371057.67479419947
2024-06-11,372087.3208727111
2024-06-12,361315.1630489181
2024-06-13,368576.2133168472
2024-06-14,357720.4699184443
2024-06-15,354928.3681538401
2024-06-16,355926.1083752106
2024-06-17,356972.6825230952
2024-06-18,360580.77394571545
2024-06-19,354272.80375609087
2024-06-20,352055.97267163964
2024-06-21,353662.85427565
2024-06-22,348005.0273024006
2024-06-23,348957.5797378792
2024-06-24,343424.73544766195
2024-06-25,325406.12710482726
2024-06-26,336784.5887321202
2024-06-27,335588.56231528317
2024-06-28,338717.6130182571
2024-06-29,337389.71366425825
2024-06-30,340451.349270596
2024-07-01,350898.55850160564
2024-07-02,355340.3246658349
2024-07-03,352215.70375818526
2024-07-04,334785.7154754632
2024-07-05,313865.62542781135
2024-07-06,309810.9991394229
2024-07-07,318836.4157782199
2024-07-08,305803.119039288
2024-07-09,310065.9835797499
2024-07-10,314215.4793988817
2024-07-11,312537.50041310827
2024-07-12,312163.1303786196
2024-07-13,314346.81960803736
2024-07-14,321157.97632612067
2024-07-15,330569.4683598809
2024-07-16,353243.19871347933
2024-07-17,353557.261457966
2024-07-18,352057.05395032634
2024-07-19,354636.62227917725
2024-07-20,373461.47332115757
2024-07-21,376360.6829609047
2024-07-22,377469.6176775579
2024-07-23,376723.7006029595
2024-07-24,368426.88061997737
2024-07-25,369863.5969184722
2024-07-26,371132.2446474946
2024-07-27,384163.9889527823
2024-07-28,384074.6444608877
2024-07-29,385413.1057347057
2024-07-30,374982.1222781981
2024-07-31,371661.0457821352
2024-08-01,365964.7202425533
2024-08-02,375943.0460563039
2024-08-03,351777.83285221015
2024-08-04,347923.6786797145
2024-08-05,332271.1525698589
2024-08-06,308770.05005846353
2024-08-07,316564.82095558126
2024-08-08,310614.95834678493
2024-08-09,343169.1636988437
2024-08-10,335384.71246463014
2024-08-11,335247.72364198073
2024-08-12,323881.9039744586
2024-08-13,326033.6983392929
2024-08-14,330712.9951264204
2024-08-15,321326.885885566
2024-08-16,316137.43029325665
2024-08-17,322249.00347178854
2024-08-18,325252.8364570656
2024-08-19,319810.6335403895
2024-08-20,322127.7490800989
2024-08-21,323625.9260417482
2024-08-22,335317.46695560485
2024-08-23,337711.22179371904
2024-08-24,351440.6249725545
2024-08-25,351998.2617058481
2024-08-26,352620.10752631095
2024-08-27,345898.0416654235
2024-08-28,327955.6345100182
2024-08-29,328343.4042406233
2024-08-30,334101.91127058404
2024-08-31,331893.16057527694
2024-09-01,332364.4548613987
2024-09-02,321816.99548857135
2024-09-03,331990.10616551957
2024-09-04,324848.8314228787
2024-09-05,327254.40898057696
2024-09-06,312601.36195300176
2024-09-07,301895.30152147164
2024-09-08,303142.36802699824
2024-09-09,306733.37674867996
2024-09-10,318664.96752013545
2024-09-11,326406.2443815105
2024-09-12,325291.48446226306
2024-09-13,326979.43596041633
2024-09-14,337353.7918870086
2024-09-15,333928.9817496152
2024-09-16,330624.4865230265
2024-09-17,320475.5178375233
2024-09-18,330730.34974978876
2024-09-19,335618.31245442457
2024-09-20,341618.60816787236
2024-09-21,348126.90705241053
2024-09-22,349676.10429640044
2024-09-23,349835.02345557994
2024-09-24,350679.7421928343
2024-09-25,350698.27895204554
2024-09-26,345775.59584710165
2024-09-27,354194.1471069511
2024-09-28,357501.7264493057
2024-09-29,358279.34454033384
2024-09-30,356862.455318138
2024-10-01,344675.7872760331
2024-10-02,330264.6631839828
2024-10-03,330075.42527593457
2024-10-04,332655.0931545838
2024-10-05,338914.75905338925
2024-10-06,338847.3494007298
2024-10-07,342688.61695663765
2024-10-08,342312.8098006356
2024-10-09,344269.87267184036
2024-10-10,339198.60939352907
2024-10-11,336081.7330948642
2024-10-12,350102.14015187445
2024-10-13,354677.76328716346
2024-10-14,352607.2595675747
2024-10-15,369628.98161092645
2024-10-16,378570.91045887605
2024-10-17,383527.75154520734
2024-10-18,380625.9775230599
2024-10-19,389761.07701983035
2024-10-20,389324.1664777351
2024-10-21,392591.5939585053
2024-10-22,383449.78269625374
2024-10-23,383281.3435892095
2024-10-24,379298.4103561258
2024-10-25,386459.8904929875
2024-10-26,380037.68501374504
2024-10-27,382506.17683467915
2024-10-28,387768.1976410407
2024-10-29,398935.42589067813
2024-10-30,419328.4558006436
2024-10-31,416968.4030194752
2024-11-01,406897.57318731264
2024-11-02,408004.5546581683
2024-11-03,406744.4918580359
2024-11-04,399143.38215615245
2024-11-05,392665.56034404214
2024-11-06,397929.87420945236
2024-11-07,429352.7048375494
2024-11-08,432640.95981686516
2024-11-09,439236.3677024729
2024-11-10,439696.5755679825
2024-11-11,461767.82845189195
2024-11-12,510276.7632165893
2024-11-13,507450.83685871965
2024-11-14,525428.2923834699
2024-11-15,506124.4617529115
2024-11-16,527220.8642236964
2024-11-17,525241.0886966552
2024-11-18,520761.60003444424
2024-11-19,520383.9687182395
2024-11-20,532587.1474266519
2024-11-21,543905.448014553
2024-11-22,572820.5751858291
2024-11-23,573878.3981790427
2024-11-24,566638.5695991127
2024-11-25,568544.9626093295
2024-11-26,539405.1302811694
2024-11-27,534077.970875268
2024-11-28,570022.6332996789
2024-11-29,575442.7643268269
2024-11-30,582175.9543149183
2024-12-01,576559.8610666379
2024-12-02,581341.695745413
2024-12-03,580595.4725360529
2024-12-04,580530.4155857773
2024-12-05,597273.739956178
2024-12-06,584346.2597387241
2024-12-07,608820.7609048821
2024-12-08,607651.3882851704
2024-12-09,616568.7671149403
2024-12-10,591902.2624152092
2024-12-11,584257.1889287857
2024-12-12,602359.3144239743
2024-12-13,599814.8486562179
2024-12-14,612410.7128173655
2024-12-15,612500.0251245728
2024-12-16,632859.7848717187
2024-12-17,652228.4705690994
2024-12-18,647311.335849127
2024-12-19,631447.3206817756
2024-12-20,602001.0986684577
2024-12-21,594550.0692528149
2024-12-22,591576.392758147
2024-12-23,578757.0644496648
2024-12-24,586296.8292712583
2024-12-25,609653.2949977422
2024-12-26,668879.6419559182
2024-12-27,591435.4883828104
2024-12-28,584457.1623013911
2024-12-29,589740.1059752186
2024-12-30,580339.0954854838
2024-12-31,572288.3999189907
2025-01-01,578337.1295983214
2025-01-02,594403.2259218734
2025-01-03,595882.8332629879
2025-01-04,606377.0240136948
2025-01-05,607442.8104146165
2025-01-06,608011.2004072291
2025-01-07,625337.2063516167
2025-01-08,591369.0222537251
2025-01-09,580053.9524107876
2025-01-10,557592.4382565491
2025-01-11,580183.1126585208
2025-01-12,579098.6750050435
2025-01-12,580806.6010886154
