date,price
2024-01-14,0.3932122119153099
2024-01-15,0.3881722101404305
2024-01-16,0.39499752939508315
2024-01-17,0.4003379991987921
2024-01-18,0.3970069665663066
2024-01-19,0.38416741292802575
2024-01-20,0.3872166983964198
2024-01-21,0.4323721293961773
2024-01-22,0.42064687054254785
2024-01-23,0.40008311958570975
2024-01-24,0.3874070808472374
2024-01-25,0.3902862584665124
2024-01-26,0.38326097589826136
2024-01-27,0.39196171747430286
2024-01-28,0.3936420018388954
2024-01-29,0.3873232853321195
2024-01-30,0.40406257651048405
2024-01-31,0.39494969456196566
2024-02-01,0.3897865398119237
2024-02-02,0.3897963762739779
2024-02-03,0.3938956105366947
2024-02-04,0.39109420418083723
2024-02-05,0.38881635988215923
2024-02-06,0.38978368444907896
2024-02-07,0.38938586328483665
2024-02-08,0.3979236293359633
2024-02-09,0.3987918867248113
2024-02-10,0.40386966303217814
2024-02-11,0.4030505751305136
2024-02-12,0.4019256360831741
2024-02-13,0.40803502929111424
2024-02-14,0.4019693759852629
2024-02-15,0.42479776141569436
2024-02-16,0.42473512044535194
2024-02-17,0.42709207962916235
2024-02-18,0.4152681837095349
2024-02-19,0.423235089636977
2024-02-20,0.443074874596067
2024-02-21,0.4245103482136967
2024-02-22,0.417819099647187
2024-02-23,0.4177911111478892
2024-02-24,0.4219404767166578
2024-02-25,0.43009660425010776
2024-02-26,0.42991722106667046
2024-02-27,0.4450001815658041
2024-02-28,0.48464246162996744
2024-02-29,0.5795106171812049
2024-03-01,0.5867359233767924
2024-03-02,0.6888268215869382
2024-03-03,0.7073549731363052
2024-03-04,0.7623780457611489
2024-03-05,0.9026428032848515
2024-03-06,0.7724237530295598
2024-03-07,0.782629144582889
2024-03-08,0.7789256040977528
2024-03-09,0.8212894144817207
2024-03-10,0.8945316501230866
2024-03-11,0.8438896270131457
2024-03-12,0.9078912109939568
2024-03-13,0.8358844740526192
2024-03-14,0.8404269270901377
2024-03-15,0.885806879032678
2024-03-16,0.8158328167100668
2024-03-17,0.7096766565681577
2024-03-18,0.7698074881468147
2024-03-19,0.7247150639399017
2024-03-20,0.6464005575705947
2024-03-21,0.751600752014239
2024-03-22,0.7742269715862036
2024-03-23,0.76090955693875
2024-03-24,0.8127072543286542
2024-03-25,0.8833519746786099
2024-03-26,0.870706055175538
2024-03-27,0.9084827814440073
2024-03-28,0.9467609488492432
2024-03-29,1.1029436606555398
2024-03-30,1.0688543005573612
2024-03-31,1.0024905708021656
2024-04-01,1.1045125702406844
2024-04-02,1.0401906874797338
2024-04-03,0.9247239664805591
2024-04-04,0.8850643863220524
2024-04-05,0.9098045968200517
2024-04-06,0.9019119291603787
2024-04-07,0.9407371941069139
2024-04-08,1.0087430046598913
2024-04-09,1.018786772670689
2024-04-10,0.9463504758072365
2024-04-11,1.0115644932884764
2024-04-12,0.9883987082675186
2024-04-13,0.8947307816413779
2024-04-14,0.7875931754711762
2024-04-15,0.831770046063133
2024-04-16,0.8384912965954903
2024-04-17,0.8243381598536785
2024-04-18,0.7740854238347756
2024-04-19,0.7967579715074247
2024-04-20,0.8119749417164249
2024-04-21,0.8459537947276115
2024-04-22,0.8235114078149102
2024-04-23,0.8327309920073414
2024-04-24,0.820757463468849
2024-04-25,0.7788073007524589
2024-04-26,0.7819862435436329
2024-04-27,0.7563360987946881
2024-04-28,0.7570650639946215
2024-04-29,0.7505074208232599
2024-04-30,0.7343205654036749
2024-05-01,0.693073689522428
2024-05-02,0.6764524072179615
2024-05-03,0.6758860153119518
2024-05-04,0.7405108107819498
2024-05-05,0.8113705420548079
2024-05-06,0.8160204459827144
2024-05-07,0.7946887481909275
2024-05-08,0.7625168428855663
2024-05-09,0.7303224567188175
2024-05-10,0.782064635003147
2024-05-11,0.7428558946090895
2024-05-12,0.7364395272559898
2024-05-13,0.7264634317332006
2024-05-14,0.7651989310919796
2024-05-15,0.745912040746306
2024-05-16,0.7995856307867522
2024-05-17,0.7680477544044464
2024-05-18,0.7946557802652213
2024-05-19,0.7809260428457594
2024-05-20,0.760690521726622
2024-05-21,0.8434593076432211
2024-05-22,0.8749086794103438
2024-05-23,0.8558834108081128
2024-05-24,0.8211696533634623
2024-05-25,0.8450325545158327
2024-05-26,0.8934040880563288
2024-05-27,0.8595179525386301
2024-05-28,0.8749273304914034
2024-05-29,0.8519390815887238
2024-05-30,0.8517977380777466
2024-05-31,0.8300168613525809
2024-06-01,0.8347041372684366
2024-06-02,0.8402111021787982
2024-06-03,0.823692209055368
2024-06-04,0.8307303728374565
2024-06-05,0.8544163963542833
2024-06-06,0.8668702517020973
2024-06-07,0.8422591636740479
2024-06-08,0.7928637219513649
2024-06-09,0.780968024180861
2024-06-10,0.7819055637183951
2024-06-11,0.7754856786855826
2024-06-12,0.7408349243871089
2024-06-13,0.7892268539245019
2024-06-14,0.7561423231784316
2024-06-15,0.7256054105795608
2024-06-16,0.7343183702801193
2024-06-17,0.7332457170234986
2024-06-18,0.6992445548805726
2024-06-19,0.6646314297306967
2024-06-20,0.6628642847600112
2024-06-21,0.6784619217548894
2024-06-22,0.673647349860047
2024-06-23,0.6723003469148104
2024-06-24,0.6630886429188816
2024-06-25,0.6422951762590706
2024-06-26,0.6876399376485622
2024-06-27,0.6773540570538843
2024-06-28,0.6982400719608718
2024-06-29,0.6870215644336292
2024-06-30,0.6803716179971188
2024-07-01,0.6959659785701816
2024-07-02,0.6977646364663469
2024-07-03,0.7095218508973172
2024-07-04,0.6585008440113381
2024-07-05,0.5754089827233039
2024-07-06,0.5778831215618065
